w,p,LL_diff,LL_diff_log
0.25,0.37,14.327951,1.156184088
0.26,0.37,66.60504579,1.823507131
0.27,0.37,37.11464465,1.569545307
0.28,0.37,48.30404581,1.683983508
0.29,0.37,210.2461023,2.322727953
0.3,0.37,47.91592701,1.680479895
0.31,0.37,105.980557,2.025226198
0.32,0.37,199.0109096,2.298876885
0.33,0.37,82.339053,1.915605868
0.34,0.37,129.1156487,2.110978881
0.35,0.37,234.5269043,2.370192671
0.36,0.37,149.2953605,2.174046312
0.37,0.37,151.386238,2.180086397
0.38,0.37,171.5641678,2.234426588
0.39,0.37,94.5557886,1.975688121
0.4,0.37,551.1763777,2.741290596
0.41,0.37,192003.5718,5.283309308
0.42,0.37,208.4006932,2.318899159
0.43,0.37,726.2340311,2.861076596
0.44,0.37,1956.206593,3.291414718
0.45,0.37,1814.915671,3.258856451
0.46,0.37,1322.295111,3.121328392
0.47,0.37,395.3960934,2.597032374
0.48,0.37,666.0518143,2.823508016
0.49,0.37,1153.757768,3.062114638
0.5,0.37,1326.172888,3.122600145
0.51,0.37,212.232183,2.326811241
0.52,0.37,400.2883813,2.602372985
0.53,0.37,3831.27603,3.583343443
0.54,0.37,3409.212408,3.53265406
0.55,0.37,10536.68529,4.022704009
0.56,0.37,1375.136065,3.138345672
0.57,0.37,2606.661088,3.416084569
0.58,0.37,4534.662079,3.656544929
0.59,0.37,3852.909656,3.585788826
0.6,0.37,502.8282262,2.701419649
0.61,0.37,174.9970391,2.243030701
0.62,0.37,4781.147666,3.679532157
0.63,0.37,82.47644174,1.916329916
0.64,0.37,1405.497388,3.147830043
0.65,0.37,4020.544452,3.604284868
0.66,0.37,6359.196991,3.803402278
0.67,0.37,6680.712575,3.824822787
0.68,0.37,20532.73422,4.312446786
0.69,0.37,1782.251002,3.250968868
0.7,0.37,763.4773794,2.882796174
0.71,0.37,3950.970912,3.596703832
0.72,0.37,11773.95352,4.070922317
0.73,0.37,5982.270292,3.776866032
0.74,0.37,1920.823092,3.283487368
0.75,0.37,8853.386579,3.947109428
0.76,0.37,10115.29561,4.004978579
0.77,0.37,5595.668342,3.747851966
0.78,0.37,5800.008044,3.763428596
0.79,0.37,5512.901312,3.741380218
0.8,0.37,4554.775609,3.658466986
0.81,0.37,17846.12157,4.251543847
0.82,0.37,22251.58058,4.347360865
0.83,0.37,15283.67929,4.184227916
0.84,0.37,1378.148133,3.139295901
0.85,0.37,9880.472044,3.994777694
0.86,0.37,8757.782968,3.942394178
0.87,0.37,41153.43997,4.614406143
0.88,0.37,7365.789716,3.867219316
0.89,0.37,32.92201388,1.517486394
0.9,0.37,4521.902265,3.655321171
0.91,0.37,7417.753045,3.870272371
0.92,0.37,12184.26216,4.085799235
0.93,0.37,41869.85124,4.621901418
0.94,0.37,95430.89844,4.979689013
0.95,0.37,52109.75909,4.716919065
0.96,0.37,4283.621862,3.631811126
0.97,0.37,83820.4576,4.923350027
0.98,0.37,6944.016179,3.841610724
0.99,0.37,15905.00115,4.201533705
1,0.37,8974.170789,3.95299433
0,0.38,1.512132248,0.179589775
0.01,0.38,0.189592071,-0.72217983
0.02,0.38,4.391539513,0.642616795
0.03,0.38,0,#NAME?
0.04,0.38,0.403046279,-0.394645084
0.05,0.38,0,#NAME?
0.06,0.38,5.224034751,0.718006057
0.07,0.38,2.1807015,0.338596222
0.08,0.38,3.139876128,0.496912515
0.09,0.38,8.194832705,0.913540092
0.1,0.38,0,#NAME?
0.11,0.38,3.045373945,0.483640628
0.12,0.38,19.06495552,1.280235796
0.13,0.38,4.587207973,0.66154843
0.14,0.38,10.31819163,1.013603589
0.15,0.38,6.092123694,0.784768713
0.16,0.38,12.46133459,1.095564557
0.17,0.38,9.186299731,0.963140611
0.18,0.38,26.04857556,1.415783979
0.19,0.38,43.23088033,1.635794079
0.2,0.38,128.5865682,2.109195606
0.21,0.38,31.17561576,1.49381504
0.22,0.38,36.80492837,1.565905977
0.23,0.38,16.35163183,1.2135611
0.24,0.38,48.23294859,1.683343812
0.25,0.38,77.45169254,1.889030913
0.26,0.38,17.78389367,1.250026853
0.27,0.38,17.44086715,1.241568074
0.28,0.38,23.95166388,1.379335688
0.29,0.38,241.8508922,2.383547694
0.3,0.38,70.77239226,1.849863876
0.31,0.38,154.9981945,2.190326639
0.32,0.38,115.1279052,2.061180603
0.33,0.38,83.60649893,1.922240038
0.34,0.38,45.84273815,1.66127055
0.35,0.38,47.67440176,1.678285252
0.36,0.38,17.56256421,1.244587925
0.37,0.38,153.2600062,2.185428839
0.38,0.38,124.0877457,2.093728895
0.39,0.38,458.3002858,2.661150128
0.4,0.38,96.20224448,1.983185205
0.41,0.38,1299.603596,3.113810904
0.42,0.38,56.7821276,1.754211661
0.43,0.38,2505.283207,3.398856827
0.44,0.38,90.44448732,1.956382101
0.45,0.38,418.0065427,2.621183079
0.46,0.38,375.8015161,2.574958528
0.47,0.38,991.2477895,2.996182232
0.48,0.38,177.5433207,2.249304338
0.49,0.38,1537.060545,3.186690975
0.5,0.38,1783.558444,3.251287345
0.51,0.38,3343.044854,3.524142204
0.52,0.38,2049.60453,3.311670072
0.53,0.38,1814.409686,3.258735356
0.54,0.38,22.62701254,1.354627217
0.55,0.38,2258.686632,3.353855982
0.56,0.38,1983.73628,3.297483936
0.57,0.38,168917.9217,5.22767573
0.58,0.38,1797.621259,3.254698196
0.59,0.38,623.9974097,2.795182787
0.6,0.38,1963.794889,3.293096125
0.61,0.38,3790.347141,3.578678987
0.62,0.38,7311.758357,3.86402183
0.63,0.38,343.2257258,2.535579832
0.64,0.38,828.6202075,2.91835552
0.65,0.38,8873.480249,3.948093987
0.66,0.38,19966.36189,4.300298938
0.67,0.38,3313.764142,3.520321594
0.68,0.38,1589.51263,3.201263983
0.69,0.38,10098.55432,4.004259206
0.7,0.38,4302.189415,3.633689527
0.71,0.38,4075.685992,3.610200717
0.72,0.38,4391.015922,3.642565012
0.73,0.38,1432.463659,3.156083613
0.74,0.38,14987.23284,4.175721454
0.75,0.38,730.9547185,2.863890474
0.76,0.38,2328.490194,3.367074413
0.77,0.38,24469.04271,4.388616979
0.78,0.38,182996.7221,5.262443311
0.79,0.38,12217.26543,4.08697401
0.8,0.38,296.3650262,2.471826952
0.81,0.38,12689.25203,4.103436023
0.82,0.38,15571.02667,4.192317249
0.83,0.38,15211.76456,4.182179595
0.84,0.38,5564.653162,3.7454381
0.85,0.38,859.0329255,2.93400981
0.86,0.38,7863.627779,3.895622948
0.87,0.38,2486.689497,3.39562156
0.88,0.38,29734.71123,4.473263725
0.89,0.38,1597.843708,3.203534297
0.9,0.38,6596.997492,3.819346319
0.91,0.38,6915.903691,3.839848937
0.92,0.38,91101.74394,4.959526691
0.93,0.38,2702.343523,3.431740556
0.94,0.38,22104.84986,4.344487569
0.95,0.38,2378.081018,3.376226646
0.96,0.38,2047.217535,3.311163993
0.97,0.38,12960.03586,4.112606203
0.98,0.38,4736.053868,3.675416633
0.99,0.38,18146.03242,4.258781683
1,0.38,29626.16115,4.471675381
0,0.39,0.729020834,-0.13726006
0.01,0.39,0.513730831,-0.28926437
0.02,0.39,2.750615749,0.439429925
0.03,0.39,0.12523721,-0.902266614
0.04,0.39,1.761508163,0.24588466
0.05,0.39,0.044065792,-1.35589842
0.06,0.39,0,#NAME?
0.07,0.39,0,#NAME?
0.08,0.39,6.752779453,0.829482566
0.09,0.39,12.45985408,1.095512956
0.1,0.39,10.28469419,1.012191383
0.11,0.39,10.50567275,1.021423869
0.12,0.39,20.09337028,1.303052788
0.13,0.39,12.67671628,1.10300677
0.14,0.39,2.363932612,0.373635092
0.15,0.39,9.221794647,0.964815447
0.16,0.39,20.8854149,1.319843107
0.17,0.39,12.47543027,1.096055533
0.18,0.39,27.82479664,1.444431999
0.19,0.39,9.603675675,0.982437485
0.2,0.39,19.63540601,1.293039886
0.21,0.39,15.69355349,1.195721292
0.22,0.39,24.42960962,1.387916527
0.23,0.39,16.41069294,1.21512692
0.24,0.39,85.74509428,1.933209282
0.25,0.39,10.87593428,1.036466575
0.26,0.39,41.72476743,1.620393925
0.27,0.39,23.8162973,1.376874243
0.28,0.39,105.4872679,2.023200044
0.29,0.39,16.05915215,1.205722613
0.3,0.39,115.372568,2.062102559
0.31,0.39,82.38998502,1.915874424
0.32,0.39,319.7881117,2.504862315
0.33,0.39,29.20163647,1.46540719
0.34,0.39,45.45582745,1.657589568
0.35,0.39,295.5622514,2.470648966
0.36,0.39,723.3532097,2.859350413
0.37,0.39,79.27100466,1.899114362
0.38,0.39,1076.493882,3.032011566
0.39,0.39,1847.410953,3.266563514
0.4,0.39,121.1520396,2.08333073
0.41,0.39,1627.721963,3.211580224
0.42,0.39,1331.357049,3.124294542
0.43,0.39,122.469709,2.088028686
0.44,0.39,1647.562179,3.216841814
0.45,0.39,809.0426806,2.907971433
0.46,0.39,432.764562,2.63625169
0.47,0.39,1902.685003,3.279366895
0.48,0.39,211.6216757,2.325560149
0.49,0.39,1146.09213,3.05921953
0.5,0.39,802.7323691,2.904570776
0.51,0.39,928.8619524,2.967951174
0.52,0.39,2173.854252,3.337230423
0.53,0.39,750.048628,2.875089421
0.54,0.39,1915.107774,3.282193219
0.55,0.39,151.3083084,2.179862776
0.56,0.39,1136.642024,3.055623709
0.57,0.39,1551.9137,3.190867567
0.58,0.39,3225.254468,3.508563986
0.59,0.39,467.8481146,2.670104884
0.6,0.39,1431.260675,3.155718739
0.61,0.39,1941.428049,3.2881213
0.62,0.39,3297.505839,3.518185573
0.63,0.39,1757.572618,3.244913278
0.64,0.39,807.8614814,2.907336902
0.65,0.39,308.2220012,2.488863636
0.66,0.39,2650.163666,3.423272695
0.67,0.39,9462.457144,3.976003926
0.68,0.39,3330.20301,3.522470709
0.69,0.39,3739.4764,3.572810797
0.7,0.39,799.9125288,2.903042499
0.71,0.39,5135.210169,3.710558223
0.72,0.39,9981.22809,3.99918398
0.73,0.39,8721.254552,3.940578963
0.74,0.39,5943.246892,3.774023772
0.75,0.39,3570.057862,3.552675255
0.76,0.39,2545.031293,3.405693127
0.77,0.39,21692.006,4.336299716
0.78,0.39,21691.48612,4.336289307
0.79,0.39,3351.511844,3.525240758
0.8,0.39,2143.683859,3.331160738
0.81,0.39,1803.155614,3.256033208
0.82,0.39,3544.860078,3.549599097
0.83,0.39,9413.22024,3.97373822
0.84,0.39,3426.787334,3.534887153
0.85,0.39,20745.98449,4.316934049
0.86,0.39,4092.492748,3.611987919
0.87,0.39,31942.27928,4.504365903
0.88,0.39,10522.77638,4.022130341
0.89,0.39,1775.94932,3.249430568
0.9,0.39,10412.51341,4.017555574
0.91,0.39,7789.549633,3.891512349
0.92,0.39,14399.55242,4.158348993
0.93,0.39,15376.95717,4.186870405
0.94,0.39,11112.36125,4.045806351
0.95,0.39,24063.54239,4.38135956
0.96,0.39,24064.75076,4.381381368
0.97,0.39,4549.313504,3.657945866
0.98,0.39,6413.286433,3.807080637
0.99,0.39,68768.1965,4.837387635
1,0.39,17076.06045,4.232387683
0,0.4,0.655462089,-0.183452422
0.01,0.4,11.3091172,1.053428705
0.02,0.4,0,#NAME?
0.03,0.4,1.258963469,0.100013129
0.04,0.4,2.377146208,0.376055894
0.05,0.4,1.835657868,0.26379174
0.06,0.4,1.652288159,0.21808579
0.07,0.4,9.709163509,0.987181815
0.08,0.4,3.748616866,0.573871055
0.09,0.4,0.156846203,-0.804525992
0.1,0.4,3.244218437,0.511110088
0.11,0.4,3.236556458,0.510083187
0.12,0.4,15.96438663,1.203152237
0.13,0.4,3.133919752,0.496087872
0.14,0.4,13.94530455,1.144428003
0.15,0.4,4.450941708,0.648451907
0.16,0.4,28.97631776,1.462043195
0.17,0.4,27.925184,1.445996043
0.18,0.4,13.01084899,1.114305636
0.19,0.4,0,#NAME?
0.2,0.4,38.23165232,1.582423068
0.21,0.4,46.97666362,1.671882169
0.22,0.4,65.1634356,1.814003973
0.23,0.4,23.7879071,1.376356234
0.24,0.4,96.42884863,1.984206981
0.25,0.4,192.0721901,2.283464489
0.26,0.4,17.04835471,1.231682473
0.27,0.4,41.45160297,1.61754133
0.28,0.4,134.7180929,2.129425926
0.29,0.4,76.13523507,1.881585693
0.3,0.4,25.62393942,1.408645899
0.31,0.4,55.55228463,1.744701924
0.32,0.4,84.4604432,1.926653356
0.33,0.4,245.0559081,2.389265177
0.34,0.4,392.9971973,2.594389453
0.35,0.4,282.5139087,2.451039834
0.36,0.4,467.1455737,2.669452238
0.37,0.4,295.0356851,2.469874548
0.38,0.4,339.6446615,2.531024793
0.39,0.4,947.1678995,2.976426971
0.4,0.4,199.5574315,2.300067905
0.41,0.4,2710.507916,3.43305068
0.42,0.4,736.2884659,2.867047997
0.43,0.4,153.7249299,2.186744304
0.44,0.4,572.3419299,2.757655564
0.45,0.4,85.17566289,1.930315522
0.46,0.4,299.7533326,2.47676402
0.47,0.4,950.3606023,2.977888424
0.48,0.4,39.3185247,1.594597214
0.49,0.4,723.207855,2.859263135
0.5,0.4,1769.742804,3.247910155
0.51,0.4,933.9250524,2.970312025
0.52,0.4,564.8212691,2.751911042
0.53,0.4,2982.261372,3.474545703
0.54,0.4,159.2408201,2.202054406
0.55,0.4,791.0396832,2.898198271
0.56,0.4,75.41266088,1.877444265
0.57,0.4,5326.143337,3.72641285
0.58,0.4,1452.32916,3.162065057
0.59,0.4,200.8559802,2.302884767
0.6,0.4,4459.002712,3.649237736
0.61,0.4,2224.557138,3.347243565
0.62,0.4,8209.748553,3.914329856
0.63,0.4,18082.36871,4.257255321
0.64,0.4,1300.75398,3.114195164
0.65,0.4,4643.70024,3.666864177
0.66,0.4,8423.467598,3.92549091
0.67,0.4,5883.274121,3.769619084
0.68,0.4,2237.436128,3.349750646
0.69,0.4,1356.57905,3.132445106
0.7,0.4,2188.068187,3.340060852
0.71,0.4,6759.938248,3.829942729
0.72,0.4,2209.838446,3.344360525
0.73,0.4,3445.601637,3.537265065
0.74,0.4,1554.775266,3.191667623
0.75,0.4,3418.364924,3.533818424
0.76,0.4,18802.63961,4.274218822
0.77,0.4,10487.48539,4.020671369
0.78,0.4,6539.85836,3.815568343
0.79,0.4,8568.785341,3.932919263
0.8,0.4,1051.977503,3.022006453
0.81,0.4,25815.60326,4.411882278
0.82,0.4,23580.57704,4.372554428
0.83,0.4,71471.34804,4.854131974
0.84,0.4,1269.89448,3.103767636
0.85,0.4,806.146099,2.906413757
0.86,0.4,5918.0704,3.772180127
0.87,0.4,12884.74957,4.110075982
0.88,0.4,18264.35712,4.26160439
0.89,0.4,2341.706813,3.369532519
0.9,0.4,18205.08097,4.260192615
0.91,0.4,6001.645668,3.778270351
0.92,0.4,13345.55522,4.125336647
0.93,0.4,20731.08265,4.316621983
0.94,0.4,7932.101049,3.899388238
0.95,0.4,10840.75835,4.035059664
0.96,0.4,12639.4682,4.101728801
0.97,0.4,27518.85236,4.439630318
0.98,0.4,14477.20328,4.160684673
0.99,0.4,9716.527675,3.987511092
1,0.4,1305.25438,3.115695159
0,0.41,0,#NAME?
0.01,0.41,0.888173182,-0.051502344
0.02,0.41,0,#NAME?
0.03,0.41,1.831586482,0.26282743
0.04,0.41,0,#NAME?
0.05,0.41,7.231307686,0.859216841
0.06,0.41,1.321846547,0.121181041
0.07,0.41,2.551489036,0.406793706
0.08,0.41,5.543738295,0.74380272
0.09,0.41,3.940160685,0.595513933
0.1,0.41,2.163833936,0.335223928
0.11,0.41,3.689769495,0.566999236
0.12,0.41,4.968880306,0.696258535
0.13,0.41,12.33740355,1.09122377
0.14,0.41,12.36543841,1.092209519
0.15,0.41,18.36959295,1.264099533
0.16,0.41,21.65655348,1.335589342
0.17,0.41,28.25499891,1.451095295
0.18,0.41,13.11845966,1.117882844
0.19,0.41,17.60286747,1.245583419
0.2,0.41,23.05655156,1.362794353
0.21,0.41,27.20901461,1.434712814
0.22,0.41,31.23363534,1.494622535
0.23,0.41,32.26585331,1.508743155
0.24,0.41,29.52329512,1.470164828
0.25,0.41,80.47047914,1.905636587
0.26,0.41,35.55025997,1.550842781
0.27,0.41,42.17168822,1.625020987
0.28,0.41,63.45882821,1.802492048
0.29,0.41,74.34351109,1.871243068
0.3,0.41,278.1232463,2.44423729
0.31,0.41,141.1907303,2.149806185
0.32,0.41,190.9569034,2.280935363
0.33,0.41,521.7037969,2.717423997
0.34,0.41,69.76984334,1.843667748
0.35,0.41,129.6888167,2.112902528
0.36,0.41,184.6279977,2.26629756
0.37,0.41,79.03821857,1.897837143
0.38,0.41,152.9774552,2.184627432
0.39,0.41,256.5265108,2.409132254
0.4,0.41,145.5146163,2.162906618
0.41,0.41,66.31179901,1.82159081
0.42,0.41,693.4878397,2.84103885
0.43,0.41,586.8085936,2.768496465
0.44,0.41,129.140322,2.111061865
0.45,0.41,1251.169186,3.09731604
0.46,0.41,424.9319774,2.628319414
0.47,0.41,225.3306329,2.352820236
0.48,0.41,5005.022199,3.699406008
0.49,0.41,62.12391894,1.793258844
0.5,0.41,98.70383583,1.994334031
0.51,0.41,50.22980835,1.700961521
0.52,0.41,2466.639805,3.392105736
0.53,0.41,303.506631,2.482168184
0.54,0.41,1990.031757,3.298860007
0.55,0.41,45.51486019,1.658153213
0.56,0.41,7319.986612,3.864510287
0.57,0.41,2454.530204,3.389968381
0.58,0.41,1232.033997,3.090622692
0.59,0.41,452.1564774,2.655288757
0.6,0.41,2240.816708,3.350406334
0.61,0.41,2872.847064,3.458312507
0.62,0.41,484.8228375,2.685583069
0.63,0.41,185920.0297,5.26932618
0.64,0.41,3376.834579,3.528509786
0.65,0.41,6408.382665,3.806748437
0.66,0.41,5505.572823,3.740802512
0.67,0.41,2893.457864,3.461417162
0.68,0.41,4120.593626,3.614959786
0.69,0.41,3583.075352,3.554255942
0.7,0.41,1966.414179,3.293674997
0.71,0.41,0,#NAME?
0.72,0.41,3397.948414,3.531216781
0.73,0.41,14182.29383,4.151746479
0.74,0.41,165410.0955,5.218562013
0.75,0.41,854.5113146,2.931717818
0.76,0.41,2570.88903,3.410083331
0.77,0.41,9172.90321,3.962506811
0.78,0.41,7136.915815,3.853510574
0.79,0.41,13093.77791,4.11706497
0.8,0.41,15792.21046,4.198442923
0.81,0.41,47319.09372,4.675036418
0.82,0.41,11517.34268,4.061352289
0.83,0.41,34305.04211,4.535357957
0.84,0.41,11552.79454,4.06268705
0.85,0.41,1406.273272,3.148069723
0.86,0.41,164813.9568,5.216993986
0.87,0.41,4883.283762,3.688711961
0.88,0.41,8360.926411,3.922254401
0.89,0.41,5792.986326,3.762902503
0.9,0.41,12398.75589,4.093378109
0.91,0.41,798.143765,2.902081125
0.92,0.41,60038.7743,4.778431817
0.93,0.41,11137.12058,4.046772922
0.94,0.41,177686.003,5.249653218
0.95,0.41,12532.51611,4.098038271
0.96,0.41,2812.106239,3.449031724
0.97,0.41,67265.66131,4.827793416
0.98,0.41,46837.65093,4.670595106
0.99,0.41,21947.1403,4.34137794
1,0.41,15243.6613,4.183089291
0,0.42,0,#NAME?
0.01,0.42,0,#NAME?
0.02,0.42,0.224188166,-0.649387316
0.03,0.42,3.083272791,0.48901195
0.04,0.42,0,#NAME?
0.05,0.42,0,#NAME?
0.06,0.42,9.988194246,0.99948698
0.07,0.42,4.737404653,0.675540482
0.08,0.42,2.699000225,0.431202921
0.09,0.42,6.387356997,0.80532119
0.1,0.42,0,#NAME?
0.11,0.42,20.09726737,1.30313701
0.12,0.42,0,#NAME?
0.13,0.42,21.52851607,1.333014096
0.14,0.42,7.436375247,0.871361297
0.15,0.42,10.15508895,1.006683732
0.16,0.42,27.59086504,1.440765317
0.17,0.42,26.97352987,1.430937784
0.18,0.42,28.01481729,1.447387794
0.19,0.42,92.07320482,1.96413326
0.2,0.42,85.00260247,1.929432222
0.21,0.42,62.93841983,1.798915835
0.22,0.42,16.47339556,1.216783127
0.23,0.42,97.6395039,1.989625564
0.24,0.42,76.202169,1.881967333
0.25,0.42,70.6471848,1.84909486
0.26,0.42,34.0851467,1.532565168
0.27,0.42,86.43948407,1.936712166
0.28,0.42,87.4136013,1.941579013
0.29,0.42,58.41188465,1.766501219
0.3,0.42,56.84778067,1.754713515
0.31,0.42,25.58855024,1.408045681
0.32,0.42,90.58024152,1.957033474
0.33,0.42,99.17224023,1.996390124
0.34,0.42,180.1790892,2.255704387
0.35,0.42,65.62931029,1.81709784
0.36,0.42,217.8503408,2.338158244
0.37,0.42,1522.293146,3.182498292
0.38,0.42,68.08870806,1.833075094
0.39,0.42,90.45549129,1.956434937
0.4,0.42,188.2416233,2.274715659
0.41,0.42,1067.559026,3.028391897
0.42,0.42,1052.680885,3.022296737
0.43,0.42,3235.016802,3.509876541
0.44,0.42,197.2464495,2.295009194
0.45,0.42,151.3085509,2.179863472
0.46,0.42,2014.140704,3.304089806
0.47,0.42,1579.782098,3.198597188
0.48,0.42,84.87297106,1.928769405
0.49,0.42,1043.247524,3.018387363
0.5,0.42,1494.447533,3.174480672
0.51,0.42,691.414593,2.839738542
0.52,0.42,239.1728577,2.378711893
0.53,0.42,580.4860121,2.763791759
0.54,0.42,187.3002687,2.2725384
0.55,0.42,1950.74279,3.29020001
0.56,0.42,680.7641253,2.832996661
0.57,0.42,2091.781976,3.320516417
0.58,0.42,1060.344054,3.025446806
0.59,0.42,4110.712312,3.613917084
0.6,0.42,7271.403065,3.861618219
0.61,0.42,3841.347697,3.584483619
0.62,0.42,1714.267397,3.234078566
0.63,0.42,2844.759521,3.45404556
0.64,0.42,720.6539799,2.857726789
0.65,0.42,1407.050207,3.148309594
0.66,0.42,2401.269003,3.380440815
0.67,0.42,27.82277669,1.44440047
0.68,0.42,9467.097593,3.976216854
0.69,0.42,2288.890612,3.359625038
0.7,0.42,4192.34125,3.622456626
0.71,0.42,348.8393568,2.542625477
0.72,0.42,3872.476067,3.587988742
0.73,0.42,4343.132202,3.637803049
0.74,0.42,1743.67257,3.241464936
0.75,0.42,5388.52618,3.731469997
0.76,0.42,3004.589663,3.477785169
0.77,0.42,16068.77856,4.205982866
0.78,0.42,27458.62711,4.438678819
0.79,0.42,16374.99779,4.21418125
0.8,0.42,1380.66924,3.140089649
0.81,0.42,8201.009398,3.91386731
0.82,0.42,3091.298766,3.490140981
0.83,0.42,6671.749292,3.824239718
0.84,0.42,4310.586543,3.634536369
0.85,0.42,2736.435753,3.437185256
0.86,0.42,19189.99641,4.283074894
0.87,0.42,7099.947796,3.851255155
0.88,0.42,39440.96625,4.595947546
0.89,0.42,20235.27959,4.306109209
0.9,0.42,2595.050238,3.41414577
0.91,0.42,1132.787233,3.054148346
0.92,0.42,6392.993899,3.80570429
0.93,0.42,13205.58646,4.120757693
0.94,0.42,13082.381,4.116686793
0.95,0.42,5696.823533,3.755632767
0.96,0.42,25560.50385,4.40756941
0.97,0.42,15695.83223,4.195784348
0.98,0.42,80041.20349,4.90331361
0.99,0.42,2469.355044,3.392583537
1,0.42,16833.7693,4.226181371
0,0.43,0.766784396,-0.115326734
0.01,0.43,0,#NAME?
0.02,0.43,0.144834675,-0.83912745
0.03,0.43,0,#NAME?
0.04,0.43,2.14825488,0.332085807
0.05,0.43,5.016440109,0.700395632
0.06,0.43,0,#NAME?
0.07,0.43,1.496866053,0.175182939
0.08,0.43,0,#NAME?
0.09,0.43,0,#NAME?
0.1,0.43,0,#NAME?
0.11,0.43,5.951726977,0.774643001
0.12,0.43,22.50479694,1.352275099
0.13,0.43,7.427534261,0.870844664
0.14,0.43,18.86265861,1.275602905
0.15,0.43,6.35222707,0.802926014
0.16,0.43,13.03245676,1.115026293
0.17,0.43,9.484085875,0.976995478
0.18,0.43,0,#NAME?
0.19,0.43,5.473925881,0.738298913
0.2,0.43,3.416756332,0.533614008
0.21,0.43,38.566651,1.586211928
0.22,0.43,108.470105,2.035310061
0.23,0.43,49.67816454,1.696165542
0.24,0.43,42.54457904,1.628844231
0.25,0.43,33.72301953,1.527926454
0.26,0.43,87.09932261,1.940014777
0.27,0.43,41.6902285,1.620034275
0.28,0.43,114.9644829,2.06056369
0.29,0.43,276.6892457,2.441992279
0.3,0.43,40.70130546,1.609608339
0.31,0.43,38.97749,1.590813869
0.32,0.43,33.28109707,1.522197634
0.33,0.43,207.1904246,2.31636968
0.34,0.43,153.7558788,2.18683173
0.35,0.43,195.4217892,2.290972985
0.36,0.43,38.26989573,1.582857279
0.37,0.43,279.3506894,2.446149748
0.38,0.43,31.85512456,1.503179308
0.39,0.43,92.95430676,1.968269516
0.4,0.43,644.6044608,2.809293307
0.41,0.43,661.9471511,2.820823317
0.42,0.43,298.5578013,2.475028424
0.43,0.43,444.6181888,2.647987225
0.44,0.43,275.7798104,2.440562469
0.45,0.43,223.3072676,2.348902858
0.46,0.43,448.6410408,2.651898999
0.47,0.43,39.29935023,1.59438537
0.48,0.43,1722.955491,3.236274058
0.49,0.43,517.3596797,2.713792579
0.5,0.43,48.74697203,1.687947644
0.51,0.43,384.9297122,2.585381435
0.52,0.43,1639.624207,3.214744321
0.53,0.43,180.2333863,2.255835243
0.54,0.43,1659.993988,3.220106515
0.55,0.43,814.3063615,2.910787828
0.56,0.43,2969.370399,3.472664375
0.57,0.43,1304.717242,3.115516402
0.58,0.43,141.8951151,2.151967445
0.59,0.43,396.4516273,2.598190205
0.6,0.43,1848.57542,3.266837174
0.61,0.43,1427.885929,3.154693514
0.62,0.43,6942.11631,3.841491886
0.63,0.43,10768.40932,4.032151555
0.64,0.43,4024.14729,3.604673868
0.65,0.43,1312.288197,3.118029223
0.66,0.43,2494.782251,3.397032646
0.67,0.43,25110.9801,4.399863664
0.68,0.43,613.4551274,2.787782801
0.69,0.43,3976.784706,3.59953208
0.7,0.43,102.1546148,2.00925799
0.71,0.43,2332.077043,3.367742894
0.72,0.43,8443.221376,3.926508176
0.73,0.43,9808.214859,3.991589971
0.74,0.43,2066.131349,3.315157927
0.75,0.43,22514.48034,4.352461927
0.76,0.43,20007.82892,4.301199965
0.77,0.43,22788.09488,4.357708019
0.78,0.43,24144.90151,4.382825438
0.79,0.43,7641.715494,3.883190865
0.8,0.43,8590.090296,3.933997729
0.81,0.43,9924.854456,3.996724147
0.82,0.43,12532.35371,4.098032644
0.83,0.43,43220.87442,4.635693549
0.84,0.43,114.3913232,2.058393084
0.85,0.43,6226.392376,3.794236486
0.86,0.43,335.3639935,2.525516433
0.87,0.43,9314.371261,3.969153544
0.88,0.43,957.3642374,2.9810772
0.89,0.43,17.75501789,1.249321114
0.9,0.43,5469.50566,3.737948076
0.91,0.43,6994.02922,3.844727442
0.92,0.43,5248.362309,3.720023808
0.93,0.43,47100.243,4.673023148
0.94,0.43,435.879886,2.639366829
0.95,0.43,25577.2031,4.407853052
0.96,0.43,37315.20635,4.571885848
0.97,0.43,18144.20881,4.258738035
0.98,0.43,3869.222636,3.58762372
0.99,0.43,26702.07593,4.426545026
1,0.43,176744.0102,5.247344705
0,0.44,0,#NAME?
0.01,0.44,2.072880887,0.316574347
0.02,0.44,0,#NAME?
0.03,0.44,0.601075605,-0.221070898
0.04,0.44,0,#NAME?
0.05,0.44,2.757120834,0.4404558
0.06,0.44,4.777523422,0.679202825
0.07,0.44,2.40622202,0.381335697
0.08,0.44,4.135002548,0.616475782
0.09,0.44,4.475209692,0.65081339
0.1,0.44,7.121855652,0.852593167
0.11,0.44,2.523043248,0.401924695
0.12,0.44,0,#NAME?
0.13,0.44,3.01741082,0.479634443
0.14,0.44,1.546083771,0.189233022
0.15,0.44,15.54787366,1.191671003
0.16,0.44,22.09624359,1.344318449
0.17,0.44,0,#NAME?
0.18,0.44,23.89014059,1.378218705
0.19,0.44,0.376199412,-0.424581887
0.2,0.44,23.74566288,1.375584298
0.21,0.44,27.341411,1.436820923
0.22,0.44,12.89863007,1.110543588
0.23,0.44,39.61968664,1.597911036
