w,p,LL_diff,LL_diff_log
0.44,0.61,19.41221147,1.288075014
0.45,0.61,233.7241083,2.368703512
0.46,0.61,175.3264084,2.243847336
0.47,0.61,605.3379136,2.781997876
0.48,0.61,157.8067031,2.198125447
0.49,0.61,1636.170832,3.213828646
0.5,0.61,104.3378851,2.018442029
0.51,0.61,192.304387,2.283989192
0.52,0.61,434.1698618,2.637659673
0.53,0.61,770.526603,2.886787638
0.54,0.61,139.9090714,2.145845874
0.55,0.61,868.015033,2.938527247
0.56,0.61,142.4083752,2.153535531
0.57,0.61,245.6032059,2.390234031
0.58,0.61,95.61805203,1.980539892
0.59,0.61,49.4681685,1.694325831
0.6,0.61,650.5647043,2.813290497
0.61,0.61,111.9961499,2.049203093
0.62,0.61,680.6150971,2.832901578
0.63,0.61,395.5362635,2.597186307
0.64,0.61,25.53870227,1.407198825
0.65,0.61,5897.708055,3.770683271
0.66,0.61,689.0622322,2.838258447
0.67,0.61,102.1614039,2.009286852
0.68,0.61,446.6759595,2.649992579
0.69,0.61,141.4047242,2.150463919
0.7,0.61,1296.08477,3.112633407
0.71,0.61,2127.64615,3.327899402
0.72,0.61,5970.965682,3.776044575
0.73,0.61,2969.903731,3.472742372
0.74,0.61,3423.134764,3.534423997
0.75,0.61,1284.429104,3.108710138
0.76,0.61,38.88052689,1.589732142
0.77,0.61,3092.89129,3.490364656
0.78,0.61,853.1233801,2.931011844
0.79,0.61,84.00264166,1.924292944
0.8,0.61,118.1497941,2.072432969
0.81,0.61,5802.040307,3.763580742
0.82,0.61,333.5302725,2.523135258
0.83,0.61,6923.424502,3.840320961
0.84,0.61,760.8399246,2.881293294
0.85,0.61,6336.602747,3.801856481
0.86,0.61,764.325762,2.883278498
0.87,0.61,1657.841717,3.219543064
0.88,0.61,20908.21457,4.320316948
0.89,0.61,667.3566588,2.824357998
0.9,0.61,3947.367338,3.596307543
0.91,0.61,1845.01767,3.26600053
0.92,0.61,7847.827008,3.894749421
0.93,0.61,148.0880444,2.170519998
0.94,0.61,8764.653503,3.942734752
0.95,0.61,2585.73034,3.412583231
0.96,0.61,1033.908986,3.01448231
0.97,0.61,3884.959198,3.589386462
0.98,0.61,306.6196655,2.486600005
0.99,0.61,3595.990445,3.555818529
1,0.61,1147.822602,3.059874772
0,0.62,0,#NAME?
0.01,0.62,0.129114571,-0.889024743
0.02,0.62,0,#NAME?
0.03,0.62,0.701818219,-0.153775362
0.04,0.62,0,#NAME?
0.05,0.62,0,#NAME?
0.06,0.62,0,#NAME?
0.07,0.62,0,#NAME?
0.08,0.62,11.47049381,1.059582115
0.09,0.62,10.52640076,1.0222799
0.1,0.62,0.833652961,-0.079014703
0.11,0.62,0.627106302,-0.202658835
0.12,0.62,0.927825585,-0.032533656
0.13,0.62,1.212359041,0.083631255
0.14,0.62,4.692976981,0.671448424
0.15,0.62,2.919406384,0.465294553
0.16,0.62,4.299434337,0.633411321
0.17,0.62,32.02642093,1.505508407
0.18,0.62,8.153632862,0.911351152
0.19,0.62,42.6787406,1.630211595
0.2,0.62,18.19522263,1.259957374
0.21,0.62,21.6493683,1.335445229
0.22,0.62,19.56989431,1.29158848
0.23,0.62,24.64064831,1.39165213
0.24,0.62,41.39521334,1.616950125
0.25,0.62,0,#NAME?
0.26,0.62,9.07592822,0.957891052
0.27,0.62,4.552058861,0.658207869
0.28,0.62,69.48282933,1.841877495
0.29,0.62,19.48921183,1.289794276
0.3,0.62,1.55672868,0.192212926
0.31,0.62,25.78240505,1.411323427
0.32,0.62,21.70786662,1.336617145
0.33,0.62,44.96294382,1.652854738
0.34,0.62,15.46551633,1.189364424
0.35,0.62,235.4596037,2.371916409
0.36,0.62,44.68130605,1.650125859
0.37,0.62,33.23526401,1.521599133
0.38,0.62,26.98363587,1.431100468
0.39,0.62,28.37367751,1.452915628
0.4,0.62,306.7433875,2.486775209
0.41,0.62,54.31717204,1.734937151
0.42,0.62,11.12116121,1.046150136
0.43,0.62,420.5499407,2.623817576
0.44,0.62,46.55672947,1.667982464
0.45,0.62,141.1996383,2.149833584
0.46,0.62,58.82219476,1.769541225
0.47,0.62,34.37844616,1.536286244
0.48,0.62,180.1924853,2.255736675
0.49,0.62,147.2606052,2.168086581
0.5,0.62,390.8457286,2.59200537
0.51,0.62,15.79939005,1.198640321
0.52,0.62,298.0753248,2.474326026
0.53,0.62,208.5908927,2.319295343
0.54,0.62,4257.474977,3.629152104
0.55,0.62,26.06811119,1.416109565
0.56,0.62,386.2027777,2.586815393
0.57,0.62,1011.511991,3.004971035
0.58,0.62,230.5957113,2.362851226
0.59,0.62,1445.760037,3.160096216
0.6,0.62,209.2807586,2.320729301
0.61,0.62,153.9276496,2.187316638
0.62,0.62,42.27111235,1.626043676
0.63,0.62,2276.687423,3.357303408
0.64,0.62,984.5687274,2.993246037
0.65,0.62,5.748234083,0.759534445
0.66,0.62,1011.45844,3.004948043
0.67,0.62,535.2502422,2.728556872
0.68,0.62,1374.077364,3.138011185
0.69,0.62,445.4223786,2.648772033
0.7,0.62,499.877423,2.698863522
0.71,0.62,64.21840204,1.807659495
0.72,0.62,1089.901492,3.037387247
0.73,0.62,0.651541996,-0.186057586
0.74,0.62,1124.315437,3.050888174
0.75,0.62,1219.290712,3.086107266
0.76,0.62,3146.816092,3.497871362
0.77,0.62,1721.104944,3.235807352
0.78,0.62,306.3664676,2.486241229
0.79,0.62,2881.772933,3.459659758
0.8,0.62,3654.636485,3.562844186
0.81,0.62,49.16686268,1.691672497
0.82,0.62,561.4656599,2.749323199
0.83,0.62,78.09192159,1.89260611
0.84,0.62,0.442738904,-0.353852314
0.85,0.62,259.5185687,2.414168437
0.86,0.62,632.7046199,2.801201006
0.87,0.62,747.5920265,2.873664661
0.88,0.62,99.85051226,1.999350297
0.89,0.62,973.8244416,2.988480671
0.9,0.62,2999.349503,3.477027075
0.91,0.62,936.7179019,2.97160882
0.92,0.62,87.42704505,1.9416458
0.93,0.62,225.458796,2.353067183
0.94,0.62,7182.291228,3.856263011
0.95,0.62,232.036874,2.365557006
0.96,0.62,444.4688224,2.647841302
0.97,0.62,22043.6334,4.34328318
0.98,0.62,3756.141284,3.574741919
0.99,0.62,7990.074309,3.902550818
1,0.62,8325.355824,3.920402804
0,0.63,1.053901866,0.022800174
0.01,0.63,0,#NAME?
0.02,0.63,0,#NAME?
0.03,0.63,0,#NAME?
0.04,0.63,0,#NAME?
0.05,0.63,3.643943992,0.561571693
0.06,0.63,0,#NAME?
0.07,0.63,3.43111252,0.535434961
0.08,0.63,0,#NAME?
0.09,0.63,0.555697747,-0.255161364
0.1,0.63,0.330498721,-0.480830216
0.11,0.63,3.587469405,0.554788206
0.12,0.63,11.66423951,1.066856429
0.13,0.63,0,#NAME?
0.14,0.63,3.405461925,0.532176029
0.15,0.63,0,#NAME?
0.16,0.63,3.553398242,0.550643883
0.17,0.63,3.72899468,0.571591764
0.18,0.63,5.034107307,0.701922469
0.19,0.63,2.255275488,0.3531996
0.2,0.63,17.88316787,1.252444453
0.21,0.63,5.444152596,0.73593029
0.22,0.63,0,#NAME?
0.23,0.63,0,#NAME?
0.24,0.63,13.14623144,1.118801274
0.25,0.63,78.53191391,1.895046182
0.26,0.63,6.499677967,0.81289184
0.27,0.63,60.38686192,1.780942462
0.28,0.63,14.65610788,1.166018653
0.29,0.63,25.08409764,1.399398483
0.3,0.63,4.536951246,0.656764112
0.31,0.63,73.45488533,1.866020685
0.32,0.63,5.220660271,0.717725433
0.33,0.63,12.24701604,1.088030287
0.34,0.63,6.480940105,0.811638008
0.35,0.63,51.99898028,1.715994827
0.36,0.63,9.441481085,0.975040127
0.37,0.63,33.37040829,1.52336152
0.38,0.63,197.9158774,2.296480636
0.39,0.63,255.452451,2.407310074
0.4,0.63,10.61780642,1.026034803
0.41,0.63,1127.841071,3.052247906
0.42,0.63,3.368844881,0.527481014
0.43,0.63,932.5267981,2.969661321
0.44,0.63,1092.327991,3.038353063
0.45,0.63,81.46731226,1.910983388
0.46,0.63,5.161867446,0.712806848
0.47,0.63,514.2145858,2.711144391
0.48,0.63,295.2384561,2.470172926
0.49,0.63,184.9468863,2.267047024
0.5,0.63,214.6446113,2.33171999
0.51,0.63,878.5841869,2.943783382
0.52,0.63,10.03265817,1.001416015
0.53,0.63,315.5204641,2.499027532
0.54,0.63,91.29160734,1.960430854
0.55,0.63,66.23132314,1.821063431
0.56,0.63,0.960184906,-0.017645125
0.57,0.63,42.02328868,1.623490037
0.58,0.63,411.6648124,2.614543747
0.59,0.63,404.8470773,2.607291008
0.6,0.63,843.0070616,2.925831213
0.61,0.63,27.92290687,1.445960628
0.62,0.63,812.8609165,2.910016243
0.63,0.63,46.0292617,1.663034009
0.64,0.63,103.6104802,2.015403687
0.65,0.63,722.3398264,2.85874156
0.66,0.63,703.7996925,2.847449073
0.67,0.63,683.6950777,2.834862453
0.68,0.63,2119.878911,3.326311054
0.69,0.63,2272.31142,3.356467851
0.7,0.63,3194.351763,3.504382739
0.71,0.63,20.06499136,1.302438977
0.72,0.63,323.0693216,2.50929572
0.73,0.63,18.54411171,1.268206035
0.74,0.63,3023.29213,3.480480114
0.75,0.63,34.24667683,1.534618436
0.76,0.63,109.7929013,2.040574262
0.77,0.63,969.9371823,2.986743608
0.78,0.63,1162.471848,3.065382444
0.79,0.63,410.6151221,2.61343494
0.8,0.63,96.7934135,1.985845806
0.81,0.63,55.01596788,1.740488758
0.82,0.63,280.042516,2.447223971
0.83,0.63,7383.892212,3.868285348
0.84,0.63,1941.685576,3.288178905
0.85,0.63,293.8079516,2.468063545
0.86,0.63,52.55645571,1.72062607
0.87,0.63,1735.048322,3.239311575
0.88,0.63,3779.94829,3.577485859
0.89,0.63,649.0694283,2.812291154
0.9,0.63,3115.322392,3.493502997
0.91,0.63,4494.808697,3.652711213
0.92,0.63,1683.518314,3.226217845
0.93,0.63,3291.104924,3.517341728
0.94,0.63,1311.41486,3.1177401
0.95,0.63,3373.708524,3.528107558
0.96,0.63,21.75172787,1.337493761
0.97,0.63,535.7938613,2.728997734
0.98,0.63,596.0827126,2.775306527
0.99,0.63,3239.971614,3.510541205
1,0.63,3015.031844,3.479291903
0,0.64,2.294693844,0.360724751
0.01,0.64,0,#NAME?
0.02,0.64,0,#NAME?
0.03,0.64,0,#NAME?
0.04,0.64,0,#NAME?
0.05,0.64,2.699160404,0.431228694
0.06,0.64,0,#NAME?
0.07,0.64,0,#NAME?
0.08,0.64,0.530037033,-0.275693786
0.09,0.64,5.878577112,0.769272219
0.1,0.64,1.649174012,0.217266482
0.11,0.64,0,#NAME?
0.12,0.64,0,#NAME?
0.13,0.64,1.046423637,0.019707541
0.14,0.64,2.792862867,0.446049612
0.15,0.64,4.164106322,0.61952181
0.16,0.64,13.04531665,1.115454625
0.17,0.64,3.568512574,0.552487231
0.18,0.64,0,#NAME?
0.19,0.64,13.99670016,1.146025659
0.2,0.64,2.009789516,0.303150576
0.21,0.64,56.07088948,1.748737446
0.22,0.64,14.42864099,1.159225427
0.23,0.64,0.694240281,-0.158490192
0.24,0.64,5.679625816,0.754319725
0.25,0.64,0.226639349,-0.644664687
0.26,0.64,30.54764275,1.484977703
0.27,0.64,0,#NAME?
0.28,0.64,74.62871447,1.872905961
0.29,0.64,43.1469011,1.634949609
0.3,0.64,16.38764975,1.214516673
0.31,0.64,169.410919,2.228941398
0.32,0.64,1.229990802,0.089901864
0.33,0.64,21.30204291,1.328421255
0.34,0.64,69.31133207,1.840804246
0.35,0.64,23.20759082,1.365630059
0.36,0.64,18.72779926,1.272486746
0.37,0.64,144.8591867,2.160946043
0.38,0.64,77.926127,1.891683092
0.39,0.64,11.66339041,1.066824813
0.4,0.64,83.88543665,1.92368657
0.41,0.64,10.10368722,1.004479893
0.42,0.64,224.5805084,2.351372061
0.43,0.64,4.561848694,0.659140877
0.44,0.64,445.517226,2.648864501
0.45,0.64,64.57171115,1.810042295
0.46,0.64,13.54521106,1.131785777
0.47,0.64,1.042459246,0.018059086
0.48,0.64,50.0241774,1.699179956
0.49,0.64,314.922392,2.498203541
0.5,0.64,44.85277147,1.651789283
0.51,0.64,288.5487196,2.460219152
0.52,0.64,832.1330975,2.920192796
0.53,0.64,76.08449337,1.881296153
0.54,0.64,148.4501814,2.171580733
0.55,0.64,54.3592363,1.735273347
0.56,0.64,4.437846894,0.647172315
0.57,0.64,48.82609979,1.688652034
0.58,0.64,249.1231839,2.396414146
0.59,0.64,1046.331963,3.019669492
0.6,0.64,16.85864572,1.226822684
0.61,0.64,5.775736899,0.761607402
0.62,0.64,934.6957567,2.970670271
0.63,0.64,1026.460393,3.011342196
0.64,0.64,455.8897868,2.658859863
0.65,0.64,320.8574058,2.506312068
0.66,0.64,2.033014835,0.308140548
0.67,0.64,3964.315414,3.598168201
0.68,0.64,563.6609164,2.751017922
0.69,0.64,1295.19113,3.112333861
0.7,0.64,143.1597629,2.15582097
0.71,0.64,2053.900587,3.312579419
0.72,0.64,2026.802235,3.306811375
0.73,0.64,348.4536675,2.54214504
0.74,0.64,138.6442528,2.141901872
0.75,0.64,421.1745329,2.624462103
0.76,0.64,7257.781798,3.860803907
0.77,0.64,477.2073511,2.678707125
0.78,0.64,68.75060582,1.837276529
0.79,0.64,111.3627072,2.04673978
0.8,0.64,1396.157028,3.144934267
0.81,0.64,386.812208,2.587500172
0.82,0.64,1877.491955,3.273578085
0.83,0.64,0,#NAME?
0.84,0.64,2368.532804,3.374479404
0.85,0.64,26.4238778,1.421996552
0.86,0.64,6866.110996,3.83671082
0.87,0.64,5767.623048,3.760996869
0.88,0.64,2611.366836,3.416867884
0.89,0.64,1107.943185,3.044517491
0.9,0.64,78.97124362,1.897468977
0.91,0.64,1744.632963,3.241704074
0.92,0.64,1797.579371,3.254688075
0.93,0.64,178921.4925,5.252662512
0.94,0.64,11645.97557,4.066175875
0.95,0.64,306.1095861,2.48587693
0.96,0.64,32702.46514,4.514580491
0.97,0.64,8096.494603,3.908297031
0.98,0.64,2811.088275,3.448874484
0.99,0.64,3380.611098,3.528995213
1,0.64,63.7926513,1.804770652
0,0.65,0,#NAME?
0.01,0.65,0.406384375,-0.391062998
0.02,0.65,0,#NAME?
0.03,0.65,0,#NAME?
0.04,0.65,1.431894246,0.155910944
0.05,0.65,0,#NAME?
0.06,0.65,0,#NAME?
0.07,0.65,0,#NAME?
0.08,0.65,6.408177711,0.806734547
0.09,0.65,1.650045947,0.217496038
0.1,0.65,2.311979141,0.363983912
0.11,0.65,0,#NAME?
0.12,0.65,43.07279456,1.63420305
0.13,0.65,0.888691903,-0.051248777
0.14,0.65,0,#NAME?
0.15,0.65,20.05003833,1.302115207
0.16,0.65,4.749279498,0.676627729
0.17,0.65,2.669377709,0.426410029
0.18,0.65,15.03381997,1.177069345
0.19,0.65,17.4515246,1.241833374
0.2,0.65,8.069223876,0.906831765
0.21,0.65,28.3004345,1.451793103
0.22,0.65,4.588371214,0.661658546
0.23,0.65,31.26226835,1.495020487
0.24,0.65,1.73630165,0.239625178
0.25,0.65,42.6946859,1.630373823
0.26,0.65,0,#NAME?
0.27,0.65,57.24721056,1.75775433
0.28,0.65,0.537976898,-0.269236374
0.29,0.65,213.3744757,2.329142467
0.3,0.65,74.41981251,1.871688572
0.31,0.65,26.77396094,1.427712626
0.32,0.65,17.27836366,1.23750261
0.33,0.65,6.781384023,0.831318339
0.34,0.65,5.686078329,0.754812838
0.35,0.65,15.87548031,1.200726874
0.36,0.65,230.9747728,2.363564549
0.37,0.65,87.63944759,1.942699631
0.38,0.65,81.13426995,1.909204333
0.39,0.65,53.10534229,1.725138212
0.4,0.65,107.5886406,2.03176642
0.41,0.65,24.46776458,1.388594293
0.42,0.65,51.91806417,1.715318491
0.43,0.65,46.82706597,1.670496947
0.44,0.65,210.449992,2.323148914
0.45,0.65,64.73354412,1.811129385
0.46,0.65,87.07148621,1.939875957
0.47,0.65,16.85235099,1.226660496
0.48,0.65,259.0903759,2.413451281
0.49,0.65,164.6045702,2.216441889
0.5,0.65,136.5375805,2.135252203
0.51,0.65,1054.552512,3.02306821
0.52,0.65,374.3115642,2.573233245
0.53,0.65,64.22629185,1.807712848
0.54,0.65,192.7765806,2.285054273
0.55,0.65,0.825545032,-0.083259232
0.56,0.65,550.0599483,2.740410024
0.57,0.65,271.7454948,2.434162353
0.58,0.65,2312.830487,3.364143803
0.59,0.65,59.35470599,1.773455158
0.6,0.65,1063.519184,3.026745328
0.61,0.65,82.49102221,1.916406685
0.62,0.65,22.88330847,1.359518815
0.63,0.65,335.5632795,2.52577443
0.64,0.65,432.0180807,2.635501923
0.65,0.65,500.5028236,2.699406532
0.66,0.65,40.11235007,1.603278107
0.67,0.65,160.3058639,2.204949409
0.68,0.65,510.4828854,2.707981186
0.69,0.65,334.4574985,2.524340937
0.7,0.65,2026.222525,3.306687139
0.71,0.65,638.804525,2.805367984
0.72,0.65,944.0018901,2.974972864
0.73,0.65,2852.064291,3.455159311
0.74,0.65,1187.163007,3.074510355
0.75,0.65,17.16135735,1.234551635
0.76,0.65,1604.637068,3.20537682
0.77,0.65,283.1151231,2.451963069
0.78,0.65,25.21522843,1.401662907
0.79,0.65,76.70021674,1.884796591
0.8,0.65,46.81615892,1.670395779
0.81,0.65,497.5818085,2.696864494
0.82,0.65,10233.72517,4.01003375
0.83,0.65,95.68802266,1.98085758
0.84,0.65,1765.568279,3.246884518
0.85,0.65,159.0948643,2.201656161
0.86,0.65,621.3985922,2.793370265
0.87,0.65,1726.398088,3.237140946
0.88,0.65,510.5493076,2.708037692
0.89,0.65,5828.77171,3.765577046
0.9,0.65,0,#NAME?
0.91,0.65,124.8697194,2.096457136
0.92,0.65,5353.794116,3.728661666
0.93,0.65,16065.68698,4.205899301
0.94,0.65,11729.06708,4.06926347
0.95,0.65,16575.59607,4.219469155
0.96,0.65,881.447699,2.945196548
0.97,0.65,27.077628,1.432610618
0.98,0.65,2198.53409,3.342133204
0.99,0.65,4975.268749,3.696816545
1,0.65,3635.190868,3.560527219
0,0.66,1.050981377,0.02159502
0.01,0.66,0.620913609,-0.206968821
0.02,0.66,1.386074667,0.141786626
0.03,0.66,0,#NAME?
0.04,0.66,1.49243016,0.173894017
0.05,0.66,9.867826893,0.994221522
0.06,0.66,0.927978337,-0.032462162
0.07,0.66,2.822060228,0.450566278
0.08,0.66,0,#NAME?
0.09,0.66,0.50395865,-0.297605096
0.1,0.66,0,#NAME?
0.11,0.66,2.609486505,0.416555055
0.12,0.66,3.537905539,0.548746233
0.13,0.66,1.403067662,0.147078615
0.14,0.66,3.30854702,0.519637311
0.15,0.66,4.59038885,0.661849476
0.16,0.66,7.904406577,0.897869271
0.17,0.66,2.207140947,0.343830068
0.18,0.66,13.85867065,1.141721574
0.19,0.66,0,#NAME?
0.2,0.66,11.34232543,1.054702104
0.21,0.66,12.32119916,1.090652978
0.22,0.66,18.4754129,1.266594153
0.23,0.66,23.68996636,1.374564444
0.24,0.66,9.088585435,0.958496294
0.25,0.66,4.921152012,0.69206678
0.26,0.66,3.911229777,0.592313331
0.27,0.66,1.939572632,0.287706048
0.28,0.66,13.5070414,1.130560231
0.29,0.66,57.7691388,1.761695893
0.3,0.66,0.885356561,-0.05288179
0.31,0.66,5.198432309,0.715872393
0.32,0.66,16.951084,1.229197476
0.33,0.66,16.11644679,1.207269299
0.34,0.66,9.66547656,0.985223272
0.35,0.66,22.94161481,1.360623984
0.36,0.66,31.56607299,1.499220556
0.37,0.66,11.21098475,1.049643762
0.38,0.66,12.24195876,1.087850912
0.39,0.66,26.5834579,1.424611472
0.4,0.66,9.448674833,0.975370903
0.41,0.66,32.20895912,1.50797669
0.42,0.66,12.24366773,1.087911535
0.43,0.66,70.9821629,1.851149229
0.44,0.66,23.54078446,1.371820931
0.45,0.66,0,#NAME?
0.46,0.66,5.234772753,0.718897833
0.47,0.66,729.2257114,2.862861973
0.48,0.66,29.88229703,1.475413978
0.49,0.66,1146.511666,3.059378478
0.5,0.66,412.9206458,2.615866598
0.51,0.66,830.734982,2.919462499
0.52,0.66,187.488118,2.27297375
0.53,0.66,951.5690512,2.978440309
0.54,0.66,18.69981732,1.271837364
0.55,0.66,14.00891695,1.146404561
0.56,0.66,114.4428503,2.058588666
0.57,0.66,32.38247768,1.510310075
0.58,0.66,181.1987306,2.258155151
0.59,0.66,515.8922211,2.712558979
0.6,0.66,33.58954186,1.52620408
0.61,0.66,27.73160872,1.442975064
0.62,0.66,108.5600958,2.035670218
0.63,0.66,14.22306027,1.15299305
0.64,0.66,476.0970377,2.677695479
0.65,0.66,111.3301284,2.04661271
0.66,0.66,145.3413951,2.162389325
0.67,0.66,4131.197416,3.616075949
0.68,0.66,290.5565321,2.463230643
0.69,0.66,7.031083934,0.847022282
0.7,0.66,33.36453998,1.523285141
0.71,0.66,293.440366,2.467519856
0.72,0.66,234.1592211,2.369511265
0.73,0.66,50.96365103,1.707260533
0.74,0.66,15.09842506,1.178931648
0.75,0.66,4748.766231,3.676580791
0.76,0.66,1416.985945,3.151365543
0.77,0.66,81.85002884,1.913018837
0.78,0.66,214.6556371,2.331742298
0.79,0.66,349.9550006,2.544012204
0.8,0.66,137.5176212,2.138358351
0.81,0.66,1403.927587,3.147344708
0.82,0.66,135.9150306,2.133267487
0.83,0.66,1732.112675,3.23857614
0.84,0.66,466.0951603,2.668474593
0.85,0.66,1195.046218,3.077384702
0.86,0.66,365.3432486,2.562701086
0.87,0.66,441.5267367,2.644957007
0.88,0.66,299.0681737,2.475770199
0.89,0.66,10244.61313,4.010495563
0.9,0.66,17187.03532,4.235200969
0.91,0.66,239.8630697,2.379963387
0.92,0.66,202.327363,2.306054621
0.93,0.66,576.1923003,2.76056745
0.94,0.66,13024.71981,4.114768389
0.95,0.66,1949.70135,3.289968092
0.96,0.66,99.54575146,1.998022729
0.97,0.66,181082.4223,5.257876295
0.98,0.66,7019.029858,3.84627709
0.99,0.66,961.5801507,2.98298549
1,0.66,17239.90959,4.236534984
0,0.67,0,#NAME?
0.01,0.67,0,#NAME?
0.02,0.67,0,#NAME?
0.03,0.67,1.077404027,0.032378595
0.04,0.67,0.977550698,-0.00986071
0.05,0.67,6.508516655,0.813482021
0.06,0.67,0,#NAME?
0.07,0.67,0,#NAME?
0.08,0.67,0,#NAME?
0.09,0.67,1.050961067,0.021586628
0.1,0.67,6.591027011,0.818953091
0.11,0.67,0.339020364,-0.469774214
0.12,0.67,0,#NAME?
0.13,0.67,2.330866242,0.367517352
0.14,0.67,2.347928324,0.370684835
0.15,0.67,17.54378478,1.244123291
0.16,0.67,8.897889622,0.949287014
0.17,0.67,0.517479189,-0.286107111
0.18,0.67,1.949233774,0.289863928
0.19,0.67,31.20671236,1.494248018
0.2,0.67,3.778057702,0.577268587
0.21,0.67,3.881256461,0.58897234
0.22,0.67,19.23406864,1.284071162
0.23,0.67,0,#NAME?
0.24,0.67,26.74620277,1.427262133
0.25,0.67,9.666106156,0.98525156
0.26,0.67,10.38821307,1.016540849
0.27,0.67,11.94702762,1.077259868
0.28,0.67,13.10258203,1.117356887
0.29,0.67,15.8400896,1.199757634
0.3,0.67,0.778284035,-0.108861878
0.31,0.67,53.26729578,1.72646065
0.32,0.67,108.5654682,2.035691709
0.33,0.67,73.8146135,1.86814235
0.34,0.67,54.82987545,1.739017259
0.35,0.67,15.2838237,1.184232019
0.36,0.67,48.56482408,1.68632182
0.37,0.67,10.81070582,1.03385405
0.38,0.67,24.95364937,1.397134068
0.39,0.67,43.34667154,1.636955755
0.4,0.67,77.75498573,1.890728246
0.41,0.67,11.11142606,1.045769801
0.42,0.67,47.59607838,1.677571171
0.43,0.67,47.03293024,1.672402037
0.44,0.67,1.724433539,0.236646461
0.45,0.67,26.11885305,1.416954102
0.46,0.67,207.0178058,2.316007701
0.47,0.67,69.80051196,1.843858608
0.48,0.67,54.58618475,1.737082741
0.49,0.67,1497.027111,3.175229666
0.5,0.67,187.7133252,2.273495103
0.51,0.67,6.480228792,0.811590339
0.52,0.67,303.3840422,2.481992733
0.53,0.67,330.4203086,2.519066733
0.54,0.67,241.0444439,2.382097125
0.55,0.67,120.4007239,2.080629098
0.56,0.67,449.8899673,2.653106308
0.57,0.67,80.4941782,1.905764471
0.58,0.67,1356.122545,3.132298936
0.59,0.67,93.15948675,1.969227087
0.6,0.67,1324.148017,3.121936534
0.61,0.67,105.6281028,2.023779479
0.62,0.67,586.9658607,2.768612842
0.63,0.67,0.336863084,-0.47254658
0.64,0.67,964.4124687,2.984262817
0.65,0.67,1592.656711,3.202122176
0.66,0.67,117.4060048,2.06969031
0.67,0.67,201.7745415,2.304866369
0.68,0.67,51.26146008,1.709790972
0.69,0.67,8.206344726,0.914149757
0.7,0.67,801.3426468,2.903818256
0.71,0.67,44.70858874,1.650390961
0.72,0.67,862.5234005,2.935770886
0.73,0.67,31.73673613,1.501562261
0.74,0.67,547.7703957,2.738598557
0.75,0.67,531.0109659,2.72510349
0.76,0.67,181.2296537,2.258229261
0.77,0.67,457.2534587,2.660156999
0.78,0.67,1358.490561,3.133056625
0.79,0.67,449.2246231,2.652463553
0.8,0.67,1749.892817,3.243011448
0.81,0.67,99.48901485,1.99777513
0.82,0.67,22.38564747,1.34996966
0.83,0.67,6668.380001,3.82402034
0.84,0.67,2443.587221,3.388027845
0.85,0.67,0,#NAME?
0.86,0.67,1544.119068,3.188680786
0.87,0.67,8820.404758,3.945488515
0.88,0.67,18.54763159,1.268288461
0.89,0.67,136.3456148,2.134641175
0.9,0.67,926.9131295,2.967039034
0.91,0.67,1708.922726,3.232722425
0.92,0.67,848.5170244,2.92866056
0.93,0.67,18844.54194,4.275185585
0.94,0.67,1029.774886,3.012742296
0.95,0.67,34.30107604,1.535307744
0.96,0.67,2505.254598,3.398851868
0.97,0.67,2893.272347,3.461389316
0.98,0.67,198.5200273,2.297804326
0.99,0.67,13679.55793,4.136072063
1,0.67,2402.913464,3.380738131
0,0.68,0.524543199,-0.280218739
0.01,0.68,2.554902242,0.407374287
0.02,0.68,2.665957189,0.425853171
0.03,0.68,1.774068453,0.248970373
0.04,0.68,2.194315147,0.341299001
0.05,0.68,1.2013748,0.079678518
0.06,0.68,0,#NAME?
0.07,0.68,2.381136326,0.376784261
0.08,0.68,1.989353471,0.298711956
0.09,0.68,0.16227662,-0.789744048
0.1,0.68,2.96027641,0.471332264
0.11,0.68,0,#NAME?
0.12,0.68,3.691584691,0.567212836
0.13,0.68,1.865680442,0.270837259
0.14,0.68,7.084276752,0.850295519
0.15,0.68,0,#NAME?
0.16,0.68,0.557355076,-0.25386804
0.17,0.68,4.616972426,0.664357281
0.18,0.68,6.197567509,0.792221266
0.19,0.68,2.364003066,0.373648035
0.2,0.68,24.92042132,1.396555381
0.21,0.68,10.60762931,1.025618335
0.22,0.68,19.92747108,1.299452188
0.23,0.68,9.499734983,0.97771149
0.24,0.68,4.909370136,0.691025776
0.25,0.68,13.97705285,1.145415607
0.26,0.68,23.55591416,1.372099963
0.27,0.68,20.86391946,1.319395898
0.28,0.68,7.21270224,0.858098004
0.29,0.68,0.258946619,-0.586789756
0.3,0.68,1.584518905,0.199897425
0.31,0.68,7.33622761,0.865472797
0.32,0.68,55.3116989,1.742816998
0.33,0.68,54.59935854,1.73718754
0.34,0.68,107.4049441,2.031024273
0.35,0.68,4.3537474,0.638863228
0.36,0.68,2.794541649,0.446310587
0.37,0.68,29.73958676,1.47333493
0.38,0.68,0,#NAME?
0.39,0.68,33.19859559,1.521119712
0.4,0.68,60.08069839,1.778734972
0.41,0.68,48.67301125,1.687288215
0.42,0.68,159.6484297,2.203164651
0.43,0.68,2.831775163,0.452058768
0.44,0.68,36.15870439,1.558212861
0.45,0.68,38.67290178,1.58740676
0.46,0.68,370.2512709,2.568496558
0.47,0.68,20.51711807,1.312116358
